stt,word,furigana,Sino-Vietnamese,meaning,example
578,所で,しょ,sở,"thế còn, nhân tiện","[['1. 「今日はお疲れ様ですた。ところで、今晩の予定は？」「いえ、別に…」「それでは、ご一緒に食事でもいかがですか」', 'Cảm ơn em đã vất vả hôm nay, nhân tiện dự định tối nay là gì? Không có dự định gì cả. Thế thì cùng nhau đi ăn tối nhé.'], ['類 それはそうと', '']]"
579,そう言えば,い,ngôn,"nghĩ kỹ thì, nói mới nhớ","[['1. 「同窓会の場所、予約しました」「ありがとう、そういえば、山口先生が本を出されたそうですよ。知ってました？」', 'Mình đặt chỗ cho buổi tiệc cùng lớp rồi. Cảm ơn nhé, à nói vậy thầy Yamaguchi đã đưa sách rồi đấy, đã biết chưa?']]"
580,唯,ただ,duy,"ngoại trừ, nhưng","[['1. あのレストランは味もいいし、値段も安い。だが、場所はちょっと不便だ。', 'Nhà hàng này vừa ngon vừa rẻ chỉ có điều là địa điểm hơi bất tiện.'], ['2. 勝ててよかった。だが、私自身はあまり活躍できなかったのが残念だ。', 'Nếu thắng được thì tốt quá, nhưng tự bản thân tôi cũng không thể hoạt động mấy thật tiếc.']]"
581,食料・食糧,しょくりょう,thực liệu thực lương,"đồ ăn, thực phẩm","[['1. 日本は食料の自給率が低いと言われる。', 'Nước Nhật là nước có tỉ lệ tự cung thức ăn thấp.'], ['2. 地震に備えて災害用の食料を用意しておく。', 'Trang bị cho động đất chuẩn bị sẵn thức ăn dùng khi hỏa hoạn.'], ['3. 戦後はしばらく食糧難の時代が続いた。', 'Kéo dài thời kì thiếu lương thực một thời gian sau chiến tranh.'], ['関 食品', ''], ['類 食べ物、食物', ''], ['合 ＿品、＿自給率、＿難', '']]"
582,粒,つぶ,lạp,"hạt, viên","[['1. ぶどうを一粒を食べる。', 'Ăn từng hạt nho.'], ['2. イヤリングには真珠が一粒ついていた。', 'Bông tai có đính một hạt ngọc trai.'], ['3. 大粒の涙。', 'Hạt nước mắt.'], ['4. 今年の新入社員は粒ぞろいだ。', 'Những nhân viên mới năm nay là những hạt ngọc đã sàng lọc.'], ['合 ＿ぞろい、大＿、小＿', '']]"
583,屑,くず,tiết,"vụn, rác, phần thừa","[['1. 野菜のくずを捨てる。', 'Vứt vụn rác của rau.'], ['2. 「お前は人間のくずだ」', 'Mày là đồ rác rưởi của loài người.'], ['合 紙＿、＿箱、＿かご', '']]"
584,栽培,さいばい,tài bồi,nuôi trồng,"[['1. この畑では小麦を栽培している。', 'Cánh đồng này đang trồng lúa mì.']]"
585,収穫,しゅうかく,thu hoạch,thu hoạch,"[['1. 今年は米が昨年の1.5倍の収穫を上げた。', 'Năm nay thu hoạch lúa mì gấp 1,5 lần so với năm ngoái.'], ['2. 農作物を収穫する。', 'Thu hoạch nông sản.'], ['3. パーティーはつまらなかったが、いろいろな人と知り合えたのは収穫だった。', 'Bữa tiệc thì chán ngấy nhưng được cái có nhiều bạn bè, người quen.'], ['4. 勉強会に行ったが、大した収穫がなかった。', 'Đi đến hội nghiên cứu học nhưng chẳng học thêm được gì nhiều.'], ['合 ＿物、＿高、＿量、＿期', ''], ['連 ＿を上げる、＿がある<=>ない', '']]"
586,産地,さんち,sản địa,nơi sản xuất,"[['1. 青森県は、リンゴの産地として有名だ。', 'Huyện Aomori nổi tiếng với đặc sản là táo.'], ['関 原産、原産地、［名詞］＋産', '']]"
587,土地,とち,thổ địa,đất đai,"[['1. 土地を買って家を建てる。', 'Mua đất xây nhà.'], ['2. 土地を耕す。', 'Cày đất.'], ['3. 旅行に行くと、その土地の名産を買ってくる。', 'Khi đi du lịch, sẽ mua đặc sản của vùng đó về.'], ['4. 「ここは初めての土地です」', 'Đây là lần đầu tiên đến vùng đất này.'], ['合 ＿柄、＿勘', '']]"
588,倉庫,そうこ,thương khố,kho,"[['1. 港には多くの倉庫が並んでいる。', 'Có rất nhiều kho ở cảng biển.']]"
589,所有,しょゆう,sở hữu,sở hữu,"[['1. 山本家は広い畑を所有している。', 'Nhà Yamamoto sở hửu một cánh đồng rộng lớn.'], ['関 持つ', ''], ['類 所持する', ''], ['合 ＿者、＿物、＿権', '']]"
590,収集,しゅうしゅう,thu tập,thu thập,"[['1. ゴミは可燃・不燃に分別して収集する地域が多い。', 'Có rất nhiều vùng phân chia rác cháy được và không cháy được rồi tập hợp lại.'], ['2. 趣味は切手を収集です。', 'Sở thích là sưu tập tem.'], ['関 集める', '']]"
591,滞在,たいざい,trệ tại,"ở, sự tạm trú","[['1. 今回の海外出張は、約1か月の滞在になる予定だ。', 'Chuyến đi công tác nước ngoài lần này, dự tính sẽ ở lại một tháng.'], ['2. 多くの芸術家がパリに滞在する。', 'Nhiều nhà họa sĩ đang trú tại Pari.'], ['合 長期＿、＿期間', '']]"
592,便,びん,tiện,sự thuận tiện,"[['1. ここは交通の便がいい。', 'Ở đây phương tiện giao thông thuận lợi.'], ['連 ～の＿がいい＜＝＞悪い', '']]"
593,便,びん,tiện,"thư từ, kiện hàng","[['1. 「朝一番の便で書類を送ったから、明日の午前中に着くと思います」', 'Nếu gửi tài liệu vào chuyến bưu điện sớm nhất buổi sáng thì sẽ tới trong sáng ngày mai đấy.'], ['2. 上海行き25便搭乗受付を開始いたします」', 'Chuyến bay 25 đến Thượng Hải bắt đầu lên máy bay tại quầy tiếp tân.']]"
594,設備,せつび,thiết bị,thiết bị,"[['1. うちの大学はスポーツ設備が充実している。', 'Trường đại học của tôi trang bị đầy đủ các thiết bị thể thao.'], ['2. 近代的な設備の工場', 'Công ty có thiết bị tiên tiến, hiện đại.'], ['合 ＿投資', ''], ['連 ＿がいい＜＝＞悪い、＿が整う、＿を整える', '']]"
595,設計,せっけい,thiết kê/kế,sự thiết kế,"[['1. このロボットは、設計から制作まですべて大学生たちが行った。', 'Con robot này từ thiết kế đến chế tạo toàn bộ đều do học sinh đại học tổ chức.'], ['2. うちの家は、知り合いの建築士に設計してもらった。', 'Nhà tôi do người quen là nhà thiết kế xây dựng cho.'], ['関 デザイン', ''], ['合 ＿士、＿図、＿事務所', '']]"
596,制作・製作,せいさく,chế tác chế tác,chế tác,"[['1. ｛絵/彫刻/番組/映画…｝を制作する', ''], ['2. ｛機械/ロボット/家具…｝を製作する。', ''], ['関 作製、製造', '']]"
597,製造,せいぞう,chế tạo,"chế tạo, sản xuất","[['1. この会社は車を製造している。', 'Công ty này sản xuất ô tô.'], ['2. レコードは何年も前に製造が中止された。', 'Đĩa nhựa đã bị cấm chế tạo từ mấy năm trước đây.'], ['関 制作、作製', ''], ['合 ＿年月日', '']]"
598,建築,けんちく,kiến trúc,"kiến trúc, sự xây dựng","[['1. ｛橋/家…｝を建築する。', ''], ['関 建設', ''], ['合 ＿家、＿士、＿物、木造＿、高層＿', '']]"
599,人工,じんこう,nhân công,nhân tạo,"[['1. このスキー場では人口の雪を降らせている。', 'Bãi trượt tuyết này người ta làm tuyết rơi nhân tạo.'], ['2. 人口ダイヤモンドは工業用に使われる。', 'Kim cương nhân tạo được dùng trong các công ty.'], ['関 人造', ''], ['対 自然、天然', ''], ['合 ＿呼吸、＿衛星、＿着色料、＿甘味料', '']]"
600,圧力,あつりょく,áp lực,áp lực,"[['1. 空気に圧力を加えて圧縮する。', 'Nén khí bằng cách gia tăng áp lực.'], ['2. 相手に圧力をかけて従わせる。', 'Gia tăng áp lực cho đối phương bắt phục tùng.'], ['関 気圧、圧縮、プレッシャー', ''], ['合 ＿団体', ''], ['連 ＿を掛ける、＿を加える', '']]"
601,刺激,しげき,thích/thứ kích,"kích thích, khiêu khích","[['1. 筋肉で電気で刺激を与えると、ぴくりと働く。', 'Kích thích cơ bắp bằng điện sẽ cử động giật giật.'], ['2. ゴルフの好きな友達に刺激されて、私もゴルフを始めた。', 'Bị kích thích bởi đứa bạn thích chơi gôn, tôi cũng bắt đầu thích chơi môn này.'], ['3. 彼は今感情が不安定だから、刺激しないほうがいい。', 'Bây giờ tình cảm anh ấy đang bất định không nên kích thích anh ấy sẽ tốt hơn.'], ['合 ＿物、＿臭、＿的な', ''], ['連 ＿を与える＜＝＞受ける、＿がある＜＝＞ない', '']]"
602,摩擦,まさつ,ma sát,ma sát,"[['1. 木の枝の摩擦の熱で森林火災が起こった。', 'Do nhiệt của sự ma sát các cành cây mà đã xảy ra cháy rừng.'], ['2. 会社内で絶えず摩擦が起きている。', 'Trong công ty không ngừng xảy ra ma sát, cạnh tranh nhau.'], ['合 ＿抵抗、貿易＿、＿熱', '']]"
603,立場,たちば,lập trường,lập trường,"[['1. 自分の意見を主張するだけではなく、相手の立場に立って考えてみることも大切だ。', 'Không chỉ chủ trương ý kiến của cá nhân mình, việc đứng vào trường hợp của người khác và suy nghĩ cũng là điều quan trọng.'], ['2. 会議で上司に反対の立場を取った。', 'Tại cuộc họp, đã có lập trường phản đối sếp.'], ['3. 苦しい立場に置かれる。', 'Bị đặt vào trường hợp khó xử.'], ['連 ～＿に立つ、～＿をする、～＿に置かれる、～＿追い込まれる、苦しい＿', '']]"
604,役割,やくわり,dịch cát,vai trò,"[['1. 仕事の役割を決める。', 'Quyết định vai trò công việc.'], ['2. 親としての役割を果たさない親が増えているようだ。', 'Có vẻ những người cha mẹ không hoàn thành nhiệm vụ của mình đang tăng lên.'], ['3. 鉄道は日本の近代化に大きな役割を果たした。', 'Đường sắt đã hoàn thành nhiệm vụ lớn đối với sự hiện đại hóa của Nhật Bản.'], ['関 係', ''], ['類 役目', ''], ['合 ＿分担', ''], ['連 ＿を果たす', '']]"
605,分担,ぶんたん,phân đảm,chia sẻ,"[['1. 同僚と分担して仕事を進めている。', 'Chia sẻ công việc với đồng nghiệp và tiến triển nó.'], ['2. ｛費用/作業/役割…｝を分担する。', ''], ['合 役割＿', '']]"
606,担当,たんとう,đảm đương/đáng,"chịu trách nhiệm, đảm đương","[['1. 会社で営業を担当している。', 'Ở công ty đảm nhiệm việc kinh doanh.'], ['2. 担当の医師から検査結果の説明を受けた。', 'Tôi đã nhận kết quả kiểm tra từ bác sĩ phụ trách.'], ['3. 「お客様の担当の川本と申します。よろしくお願いいたします」', 'Tôi là Kawamoto phụ trách khách hàng, rất mong được giúp đỡ.'], ['合 ＿者', '']]"
607,交代・交替,こうたい,giao đại giao thế,"thay phiên, thay đổi","[['1. 首相が交代した。', 'Thay đổi chính phủ.'], ['2. キーパーがA\u3000選手からB\u3000選手に｛交替/交代｝した。', 'Đã thay thủ môn B cho thủ môn A.'], ['3. 長距離なので、交代で運転した。', 'Vì khoảng cách xa nên đổi ca nhau để lái.'], ['4. 看護師は1日3交替制のことが多い。', 'Nhiều y tá một ngày thay 3 ca.'], ['合 世代交代、選手交代、交代制', '']]"
608,代理,だいり,đại lí,"đại diện, đại lí","[['1. 父の代理で親戚の結婚式に出席した。', 'Tôi đại diện bố tham dự lễ kết hôn của người quen.'], ['2. この店では、一番先輩の店員が店長の代理をしている。', 'Ở cửa hàng này, nhân viên lớn tuổi nhất giữ vai trò như chủ cửa hàng.'], ['合 ＿人、＿出産、＿母', ''], ['連 ～の＿をする', '']]"
609,審判,しんぱん,thẩm phán,"thẩm phám, trọng tài","[['1. 審判が笛を吹いて、試合が始まった。', 'Trọng tài thổi còi, trận đấu bắt đầu.'], ['2. 選挙は政治に対する国民の審判だ。', 'Cuộc bầu cử là sự phẩm phán của nhân dân đối với nền chính trị.'], ['類 レフェリー、ジャッジ', ''], ['連 ＿をする、＿を下す', '']]"
610,監督,かんとく,giam/giám đốc,"huấn luyện viên, đạo diễn, quản đốc, quản lý","[['1. スポーツ大会の監督を務める。', 'Tôi đảm nhận công việc huấn luyện viên của đại hội thể thao.'], ['2. 部下を監督する。', 'Chỉ dạy cấp dưới.'], ['関 コーチ', ''], ['合 映画＿、試験＿、現場＿', '']]"
611,予測,よそく,dự trắc,dự đoán,"[['1. データに基づいて結果を予測する。', 'Dựa vào dữ liệu để dự đoán kết quả.'], ['2. 売り上げ予測が外れた。', 'Doanh thu không nằm trong dự đoán.'], ['3. 客がどれぐらい来るか、予測がつかない。', ''], ['関 予期', ''], ['類 予想', ''], ['連 ＿がつく＜＝＞付かない、＿が当たる＜＝＞外れる', '']]"
612,予期,よき,dự kì,"kì vọng, mong đợi, dự đoán","[['1. 今回の実験では、予期に反し、いいデータが得られなかった。', 'Thí nghiệm lần này, số liệu không đạt được như mong đợi.'], ['2. 予期せぬことが起こって、仕事のスケジュールが大幅に遅れてしまった。', 'Xảy ra chuyện không như mong đợi, đã làm lịch trình công việc chậm đi rất nhiều.'], ['関 予測', ''], ['類 予想', ''], ['連 ＿に反する', '']]"
613,判断,はんだん,phán đoạn/đoán,"phán đoán, nhận định","[['1. 外見や肩書で人を判断するのはよくない。', 'Phán đoán con người dựa vào ngoại hình và chức vụ là không tốt.'], ['2. どちらが正しいか、判断がつかない。', 'Không thể phán đoán được cái nào tốt cả.'], ['3. 年を取ると判断力が衰えてくる物だ。', 'Khi có tuổi thì khả năng phán đoán cũng giảm đi.'], ['関 考える', ''], ['合 ＿力、＿材料、自己＿', ''], ['連 ＿がつく＜＝＞付かない、＿を下す', '']]"
614,評価,ひょうか,bình giá,"đánh giá, bình phẩm","[['1. この映画に対する世間の評価を高める。', 'Bộ phim này được thế giới đánh giá cao.'], ['2. 成績を五段階で評価する。', 'Thành công được đánh giá bằng 5 giai đoạn.'], ['3. 地球温暖化についてのレポートは彼の評価を高めた。', 'Bài báo cáo về sự ấm lên toàn cầu của anh ấy được đánh giá cao.'], ['4. この家は5000万円と評価された。', 'Ngôi nhà này được đánh giá có giá trị 5000 vạn yên.'], ['5. 業績が評価され、昇進した。', 'Được đánh giá thành tích trong công việc và đã thăng chức.'], ['関 批評、批判、評判', ''], ['合 絶対＿、相対＿、自己＿', ''], ['連 ＿が高い＜＝＞低い、＿が高まる、＿を高める', '']]"
615,指示,しじ,chỉ thị,"chỉ dẫn, chỉ thị","[['1. 部長は田中さんに会議のレポートを出すよう指示した。', 'Trưởng phòng chỉ thị anh Tanaka đưa ra báo cáo trong cuộc họp.'], ['2. 「地震や火事の場合は、係員の指示に従って避難してください」', 'Trong trường hợp có động đất hay hỏa hoạn thì hãy lánh nạn theo chỉ thị của quản lí.'], ['3. ポインターで表やグラフを指示しながら発表した。', 'Vừa chỉ vào biểu đồ và bảng bằng chuột vừa phát biểu.'], ['関 命令、差す', ''], ['合 ＿語、方向＿、＿器', ''], ['連 ＿を与える、＿を受ける、＿に従う、＿を守る、＿がある＜=＞ない', '']]"
616,無視,むし,vô thị,"bỏ qua, phớt lờ","[['1. 話しかけたのに無視された。', 'Dù đã bắt chuyện nhưng bị lờ đi.'], ['2. 彼は私の意見を無視して、一人で何でも決めてしまう。', 'Anh ấy lờ đi ý kiến của tôi mà tự mình quyết định mọi việc.'], ['3. 交通事故の原因は信号無視だった。', 'Nguyên nhân của vụ tai nạn giao thông là do phớt lờ đèn tín hiệu.'], ['4. 地球温暖化は無視できない問題だ。', 'Sự ấm lên toàn cầu là một vấn đề không thể phớt lờ.']]"
617,無断,むだん,vô đoạn/đoán,"không có sự cho phép, không được phép","[['1. 無断で人のものを使ってはいけない。', 'Không có sự cho phép mà sử dụng đồ của người khác là không được.'], ['2. 無断欠勤して上司に怒られた。', 'Nghỉ làm mà không xin phép nên bị cấp trên nổi giận.'], ['関 断わり', ''], ['合 ＿欠席、＿欠勤、＿外泊', '']]"
618,承知,しょうち,thừa tri,"hiểu, đồng ý, chấp nhận","[['1. 「この仕事、明日までに頼みます」「承知しました」', 'Công việc đến sáng mai nhờ anh nhé. Vâng tôi hiểu rồi.'], ['2. 私の学力では合格は難しいと承知しているが、それでも受験したい。', 'Tôi hiểu với học lực của mình thì khó mà đậu được nhưng cũng muốn dự thi.'], ['3. 困難は承知の上で、挑戦することにした。', 'Nhận biết khó khăn và tôi quyết định thách thức.'], ['4. 無理を承知で頼む。', 'Mong anh chị thấu hiểu là không thể được'], ['関 分かる', ''], ['類 承諾', '']]"
619,納得,なっとく,nạp đắc,"bị thuyết phục, thỏa mãn, hài lòng, bằng lòng","[['1. 会社のやり方には納得できない。', 'Tôi không thể lí giải được cách làm của công ty.'], ['2. 母親は娘に留学をあきらめることを納得させた。', 'Người mẹ đã làm con gái hiểu được việc từ bỏ du học.'], ['3. 先生の解説で自分の間違いがようやく納得できた。', 'Nhờ vào sự giải thích của giáo viên mà tôi đã hiểu được những vấn đề khúc mắc.'], ['関 理解', ''], ['連 ＿が行く＜＝＞行かない', '']]"
620,疑問,ぎもん,nghi vấn,"nghi vấn, câu hỏi","[['1. 子供はいろいろなことに疑問を持つ。', 'Bọn trẻ có rất nhiều điều thắc mắc.'], ['2. 疑問の点を確認する。', 'Xác nhận những điểm nghi vấn.'], ['3. 疑問に答える。', 'Trả lời nghi vấn.'], ['4. そんなことができるかどうか疑問だ。', 'Việc này có được hay không là một điều nghi vấn.'], ['5. 政府の発表に疑問を抱いた。', 'Tôi thấy có điều nghi vấn trong bài phát biểu của chính phủ.'], ['関 質問、疑い', ''], ['連 ＿がある＜＝＞ない、＿を抱く', '']]"
621,推測,すいそく,thôi trắc,"phỏng đoán, dự báo","[['1. 相手の気持ちを推測する。', 'Suy đoán cảm xúc đối phương.'], ['2. 新聞記者は推測で記事を書いてはいけない。', 'Kí giả bài báo không thể dựa vào suy đoán mà viết bài.'], ['3. 「「あなたの言っていることは、単なる推測に過ぎない」', 'Điều mà bạn đang nói không quá đơn giản để suy đoán.'], ['類 推量、推定', ''], ['連 ＿がつく＜＝＞付かない', '']]"
622,肯定,こうてい,khẳng định,"khẳng định, xác nhận","[['1. 相手の意見を肯定する。', 'Khẳng định ý kiến của đối phương.'], ['2. 私は何事も、肯定的に考えるようにしている。', 'Dù là chuyện gì tôi cũng cố gắng suy nghĩ một cách khẳng định rõ ràng.'], ['合 ＿的な', ''], ['対 否定な', '']]"
623,参考,さんこう,tham khảo,tham khảo,"[['1. いろいろな資料を参考してレポートを書いた。', 'Tham khảo nhiều tài liệu và viết báo cáo.'], ['2. 留学を決めるとき、先輩のアドバイスが参考になった。', 'Khi quyết định du học, tôi đã tham khảo ý kiến tiền bối.'], ['合 ＿資料、＿文献、＿人', ''], ['連 ＿になる、＿にする', '']]"
624,程度,ていど,trình độ,"trình độ, mức","[['1. 彼女の学校は教育の程度が高い。', 'Trường học của cô ấy có trình độ giáo dục cao.'], ['2. 彼らは程度の低い話ばかりしている。', 'Họ chỉ toàn nói ba cái chuyện vặt vãnh'], ['3. この程度の点数では満足できない。', 'Tôi không thể thỏa mãn với mức điểm này được.'], ['4. 落第しない程度に受験に出席する。', 'Tham gia kì thi với trình độ chưa trượt thi bao giờ.'], ['5. 「会議に30分程度遅れるので、先に始めておいてください」', 'Tôi sẽ trễ cuộc họp chừng 30 phút, mọi người hãy bắt đầu trước đi nhé.'], ['6. 出席者は10人程度だ。', 'Những người tham gia khoảng chừng 10 người.'], ['類 レベル、ぐらい/くらい', ''], ['合 ある＿', ''], ['連 ＿が高い＜＝＞低い', '']]"
625,程度,ていど,bình phán,"bình luận, được đánh giá, có tiếng","[['1. 大統領就任演説は評判が良かった。', 'Bài diễn thuyết nhận chức của vị tổng thống được đánh giá cao.'], ['2. 新商品は使いにくいと評判が悪く、売れなかった。', 'Sản phẩm mới được đánh giá là khó sử dụng nên bán không chạy.'], ['3. このレストランはミシュランの三ツ星がついたと評判になった。', 'Nhà hàng này được đánh giá 3 sao.'], ['4. 彼女は評判の美人だ。', 'Cô ấy được coi là một mỹ nhân.'], ['関 評価', ''], ['合 前＿', ''], ['連 ＿がいい＜＝＞悪い、＿が高い、＿になる、＿が立つ、＿を落とす', '']]"
626,批評,ひひょう,phê bình,"phê bình, lời bình, bình phẩm","[['1. 新聞に新刊書の批評が載った。', 'Trên bài báo đăng đánh giá về công bố mới.'], ['2. 先生は私の作文について何も批評しなかった。', 'Cô giáo không đánh giá gì về bài văn của tôi.'], ['関 批判、レビュー', ''], ['合 ＿家', '']]"
627,推薦,すいせん,thôi tiến,"tiến cử, giới thiệu","[['1. 重役たちは、田中氏を次期社長に推薦した。', 'Tiến cử anh Tanaka làm giám đốc trong nhiệm kì tới.'], ['2. この本は、高校生に読ませたい本として多くの教師が推薦している。', 'Quyển sách này nhiều giáo viên đã đề cử để muốn nhiều học sinh cấp ba đọc.'], ['関 推す、薦める', ''], ['合 ＿者、＿人、＿状、＿入学、自己＿、＿図書', '']]"
628,信用,しんよう,tín dụng,tin tưởng; tín nhiệm,"[['1. ｛人/人の言葉｝を信用してお金を貸す。', 'Tin người/ tin lời người nói rồi cho mượn tiền.'], ['2. 信用していた人にだまされた。', 'Bị một người mình tin tưởng lừa gạt.'], ['3. 彼は信用がないので、大事な仕事を任せてもらえない。', 'Vì không tin tưởng anh ấy nên không thể giao việc quan trọng cho anh ta.'], ['関 信じる、信頼', ''], ['連 ＿がある＜＝＞ない、＿が落ちる、＿を落とす、＿を得る＜＝＞失う、＿を回復する、＿に関わる、がおける', '']]"
629,信頼,しんらい,tín lại,"tin cậy, tín nhiệm, tin tưởng","[['1. 彼は信頼できる指導者だ。', 'Anh ấy là một nhà lãnh đạo đáng tin cậy.'], ['2. あの人はいつも信頼を裏切らない仕事をする。', 'Người đó lúc nào cũng làm những việc mất đi lòng tin.'], ['3. 上司の信頼に応えていい仕事をしたい。', 'Tôi muốn làm công việc tốt để đáp lại lòng tin của sếp.'], ['関 信用', ''], ['合 ＿関係', ''], ['連 ＿に応える＜＝＞＿を裏切る、＿をおく', '']]"
630,尊重,そんちょう,tôn trọng/trùng,tôn trọng,"[['1. 人の意見を尊重する。', 'Tôn trọng ý kiến của người khác.'], ['2. ｛個性/人権…｝を尊重する。', 'Tôn trọng cá nhân/ quyền con người….']]"
631,作業,さぎょう,tác nghiệp,"công việc, sự làm việc","[['1. 時計を作る仕事は、作業が細かくて複雑だ。', 'Công việc làm đồng hồ có những thao tác tỉ mỉ phức tạp.'], ['2. 「時間が少ないから、能率的に作業を進めましょう」', 'Vì không có thời gian nên hãy tiến hành những thao tác công việc mang tính năng suất.'], ['合 単純＿、手＿、流れ＿、＿着', ''], ['連 ＿が進む、＿を進める', '']]"
632,工夫,くふう,công phu,công sức; công phu; lao tâm khổ tứ,"[['1. 仕事のやり方を工夫すれば、もう少し時間を短縮できるだろう。', 'Nếu chịu khó làm công việc này công phu hơn thì sẽ có thể rút ngắn thời gian.'], ['2. 今年はクリスマスツリーの飾り付けに工夫を凝らした。', 'Năm nay đã công phu, tỉ mỉ trang trí cho những cây thông noel.'], ['連 ＿を凝らす', '']]"
633,消化,しょうか,tiêu hóa,tiêu hóa,"[['1. 私は胃腸が弱いので、消化｛が/に｝いいものを食べるようにしている。', 'Dạ dày tôi yếu nên ăn những thứ dễ tiêu hóa tốt.'], ['2. 調べたことを自分なりに消化しなければ、レポートを書くのは難しい。', 'Nếu không am hiểu những gì bản thân tìm hiểu được thì rất khó viết báo cáo.'], ['3. 厳しいスケジュールだったが、何とか消化できた。', 'Dù lịch trình rất khắc nghiệt nhưng bằng cách nào đó cũng đã giải quyết được.'], ['4. 年度内に予算を消化する。', 'Sẽ giải quyết ngân sách trong năm.'], ['合 ＿不良、＿器官', ''], ['連 ＿｛が/に｝いい＜＝＞悪い', '']]"
634,吸収,きゅうしゅう,hấp thu,sự hấp thụ,"[['1. この物質は｛水分/匂い/音…｝を吸収する。', 'Sản phẩm này hấp thụ nước/ mùi hôi/ âm thanh….'], ['2. 植物は根から栄養を吸収する。', 'Thực vật hấp thụ chất dinh dưỡng từ rễ.'], ['3. 留学したら、できるだけ多くの知識を吸収したい。', 'Nếu đi du học, tôi muốn tiếp thu càng nhiều kiến thức càng tốt.'], ['合 ＿力', '']]"
635,設置,せっち,thiết trí,lắp đặt,"[['1. 工場に新しい機械を設置する。', 'Công ty lắp đặt máy mới.'], ['2. その問題について検討する委員会を設置した。', 'Đã xây dựng một ủy ban tham khảo về vấn đề này.']]"
636,設定,せってい,thiết định,thiết lập,"[['1. エアコンの温度を26度に設定する。', 'Thiết lập nhiệt độ điều hòa ở 26 độ.'], ['2. 携帯電話の料金では、さまざまなプランが設定されている。', 'Trong cước phí điện thoại đã thiết lập rất nhiều kế hoạch.'], ['合 料金＿、初期＿', '']]"
637,調節,ちょうせつ,điều/điệu tiết,"điều tiết, điều chỉnh","[['1. リモコンで温度の調節をする。', 'Điều khiển nhiệt độ bằng điều khiển từ xa.'], ['2. 椅子の高さを調節する。', 'Điều chỉnh chiều cao của ghế.']]"
638,調整,ちょうせい,điều/điệu chỉnh,điều chỉnh,"[['1. テレビの映りが悪いので、アンテナの向きを調節した。', 'Hình ảnh của tivi không tốt, điều chỉnh hướng của ăng ten.'], ['2. ｛日程/利害…｝を調節する。', ''], ['合 年末＿', '']]"
639,解放,かいほう,giải phóng,giải phóng; thoát khỏi,"[['1. 人質を解放する。', 'Giải phóng con tin.'], ['2. 抑圧から解放された。', 'Giải phóng khỏi sự áp bức.'], ['合 奴隷＿', '']]"
640,総合,そうごう,tổng hợp,tổng hợp,"[['1. 皆の意見を総合して、結論を出す。', 'Tổng hợp ý kiến của mọi người và đưa ra kết luận.'], ['合 ＿的な、＿病院、＿大学、＿商社', '']]"
641,連続,れんぞく,liên tục,liên tục,"[['1. 3回連続で失敗してしまった。', 'Thất bại lần thứ 3 liên tiếp.'], ['2. 昨日と今日、連続して地震が起こった。', 'Ngày hôm qua và hôm nay liên tục xảy ra động đất.'], ['関 継続', ''], ['合 ＿ドラマ、＿殺人事件、＿的な、不＿', '']]"
642,持続,じぞく,trì tục,kéo dài,"[['1. この薬の効果は6時間持続する。', 'Hiệu quả của thuốc này sẽ kéo dài trong 6 tiếng đồng hồ.'], ['2. 最近、｛集中力/やる気/体力…｝が持続しなくて困る。', 'Gần đây không còn khả năng tập trung/ động lực/ thể lực….thật chán.'], ['関 継続、長続き', ''], ['合 ＿的な、＿力', '']]"
643,中断,ちゅうだん,trung đoạn/đoán,gián đoạn,"[['1. 雨で試合が中断した。', 'Trận đấu tạm hoãn do mưa.'], ['2. なかなか結論が出ず、会議は一時中断された。', 'Mãi mà không đưa ra được kết luận cuộc họp đành phải tạm hoãn 1 giờ.'], ['関 中止', ''], ['対 継続', '']]"
644,安定,あんてい,an định,ổn định,"[['1. 正社員になって、安定した暮らしがしたい。', 'Muốn trở thành nhân viên chính thức để có cuộc sống ổn định hơn.'], ['2. 「天候/社会/感情/病状…｝が安定する。', ''], ['3. この椅子は安定が良くて座りやすい。', 'Ghế này ổn định tốt nên dễ ngồi.'], ['合 ＿感', ''], ['連 ＿がいい＜＝＞悪い', '']]"
645,混乱,こんらん,hỗn loạn,"hỗn độn, hỗn loạn","[['1. 頭が混乱して、どうしていいのかわからない。', 'Cái đầu đang rối loạn nên không biết cái nào là tốt.'], ['2. 通りでナイフを持った男が暴れ、大混乱が起こった。', 'Người đàn ông cầm dao nổi loạn trên đường làm náo loạn lên.'], ['合 大＿', '']]"
646,上昇,じょうしょう,thượng thăng,"tiến lên, tăng lên","[['1. 午後から気温が急激に上昇した。', 'Từ chiều nhiệt độ đột ngột tăng cao.'], ['2. ｛物価/人気/飛行機…｝が上昇する。', ''], ['関 上がる', ''], ['合 急＿、＿気流', ''], ['対 下降、低下', '']]"
647,達成,たっせい,đạt thành,"thành tựu, đạt được","[['1. 5年かかって、やっと目標を達成した。', 'Mất 5 năm, cuối cùng cũng đạt được mục đích.'], ['2. 予定より1か月早く、入場者数100万人を達成した。', 'Đã đạt được 100 vạn người vào công ty sớm hơn 1 tháng so với dự định.']]"
