stt,word,furigana,Sino-Vietnamese,meaning,example
533,かねて,,,Trước đó,"[['1. 原子力発電所の危険性は、かねて（より／から）指摘されていたことだ。', 'Sự nguy hiểm của nhà máy điện hạt nhân đã được chỉ ra trước đó.'], ['2. 「お名前はかねてより伺っております。」', '""Trước đây tôi có nghe đến tên của anh.""'], ['類 かねがね', 'Đã… rồi'], ['類 以前から', 'Từ trước đó']]"
534,目下,もっか,MỤC HẠ,"Hiện nay, hiện tại","[['1. 事故の原因は目下調査中だ。', 'Nguyên nhân của sự cố đang trong quá trình điều tra.'], ['2. 来春の人事については、目下のところ、まだ何も決まっていない。', 'Về vấn đề nhân sự cho mùa xuân năm sau, hiện tại tôi vẫn chưa được quyết định.'], ['類 ただ今', 'Hiện giờ']]"
535,終日,しゅうじつ,CHUNG NHẬT,Cả ngày,"[['1. 大雪のため、飛行機は終日欠航となった。', 'Do tuyết rơi dày, máy bay đã bị hoãn chuyến suốt cả ngày.'], ['2. 旅行の二日目終日市内観光だった。', 'Ngày thứ hai của chuyến du lịch là tham quan thành phố suốt cả ngày.'], ['類 一日中', 'Trong ngày']]"
536,早急に,さっきゅう,TẢO CẤP,"Khẩn cấp, gấp rút","[['※ 本来は「さっきゅう」と読む漢字だが、最近は「そうきゅう」と言うことが多い。', '(Vốn theo chữ Hán đọc là さっきゅう, nhưng gần đây được nói thành そうきゅう.)'], ['2. この問題については、早急に対処する必要がある。', 'Vấn đề này cần xử lý gấp.'], ['3. 「次のような症状が出たら、早急に受診してください。」', 'Nếu triệu chứng như sau xuất hiện, hãy đến khám ngay.'], ['※ ナ形容詞の副詞的用法', '(Trợ từ được dùng như một tính từ đuôi な)'], ['類 すぐに、直ちに', 'Ngay lập tức'], ['類 至急', 'Khẩn cấp'], ['類 すぐさま', 'Tức thì'], ['（ナ形） ［早急な］\u3000早急な対処が望まれる。', 'Cách đối phó khẩn cấp được kỳ vọng.']]"
537,即座に,そくざ,TỨC TỌA,Ngay lập tức,"[['1. 東京への運転を打診されたとき、私は即座に「行きます」と返事をした。', 'Khi được hỏi về ý định chuyển công tác đến Tokyo, tôi ngay lập tức trả lời ""Vâng, tôi sẽ đi.""'], ['2. チケットは売り出されると即座に売り切れた。', 'Vé vừa được bán ra đã ngay lập tức bán hết.'], ['類 すぐに', 'Ngay lập tức'], ['類 ただちに', 'Ngay'], ['類 すぐさま', 'Tức thì']]"
538,すかさず,,,"Không ngần, không do dự","[['1. 野口さんは頭が良く、議論であいまいなことを言うと、すかさず追及してくる。', 'Anh Noguchi là người thông minh, nếu nói những điều không rõ ràng trong phiên tranh luận thì anh ta sẽ không ngần ngại chất vấn.'], ['2. ＜ボクシング、レスリングなどで＞\u3000松田選手は攻撃されると、すかさず反撃に出た。', '(Trong môn boxing, vật…) Đô vật Matsuda khi bị ra đòn sẽ không ngần ngại đáp trả.'], ['3. 私は北原先生が好きなので、「誰か手伝って」と言われたとき、すかさず手を挙げた。', 'Tôi rất thích cô Kitahara nên khi nào nghe cô nói ""Ai đó giúp tôi với!"" là tôi không ngần ngại giơ tay.'], ['関 間をおかず', 'Không chút chậm trễ']]"
539,不意に,ふい,BẤT Ý,"Đột nhiên, không ngờ đến, bất thình lình","[['1. 不意に目の前が真っ暗になり、意識を失ってしまった。', 'Bất thình lình trước mắt tôi tối sầm lại, tôi bị mất ý thức.'], ['2. 不意の来客にあわてる。', 'Bối rối với vị khách đến bất thình lình.'], ['類 当然', 'Đột nhiên'], ['類 急に', 'Bất ngờ'], ['（名） ［不意］\u3000相手の不意をついて攻める。', 'Tấn công vào điểm không ngờ của đối phương.']]"
540,突如,とつじょ,ĐỘT NHƯ,Đột nhiên,"[['1. 突如地面が揺れ、次の瞬間、家はつぶれていた。', 'Đột nhiên mặt đất rung chuyển, trong khoảnh khắc ngôi nhà bị đổ sụp.'], ['2. 突如として体に力が入らなくなり、その場に倒れてしまった。', 'Đột nhiên cơ thể không còn chút sức lực nào, tôi ngã gục xuống đó.'], ['連 ＿として', 'Đột ngột'], ['類 突然', 'Đột nhiên'], ['類 急に', 'Bất ngờ'], ['類 不意に', 'Bất thình lình']]"
541,近々,ちかぢか,CẬN,Sớm,"[['1. 近々引っ越す予定だ。', 'Tôi dự định chuyển nhà sớm.'], ['類 もうすぐ', 'Ngay lập tức, sắp sửa'], ['類 もうじき', 'Sớm'], ['※ 「近々」の方がかたい言葉。', '「近々」là từ mang tính cứng hơn.']]"
542,じきに / もうじき,,,Sớm,"[['1. １２月になった。ふるさとではもうじき初雪が降るだろう。', 'Đã tháng 12 rồi. Có lẽ ở quê, tuyết đầu mùa sắp rơi rồi nhỉ!'], ['2. 「仕事、終わった？」\u3000「うん、じきに終わるから、ちょっと待ってて。」', '""Bạn hoàn thành công việc chưa?"" ""Tôi sắp xong rồi, chờ tôi chút nhé!""'], ['※ 会話的な言葉。', '(Từ ngữ mang tính hội thoại.)'], ['類 すぐに', 'Ngay'], ['類 もうすぐ', 'Ngay lập tức, sắp sửa']]"
543,ぽつぽつ,,,"Sớm, từ từ, khắp nơi, lốm đốm","[['① ぼつぼつ田中さんが来る頃だ。', 'Đây là khoảnh khắc anh Tanaka sắp đến.'], ['「ぼつぼつ出かけようか」', '""Chúng ta chuẩn bị đi thôi.""'], ['類 そろそろ', 'Sắp sửa, chuẩn bị'], ['② 開演１０分前になって、やっとぼつぼつ（と）人が集まりだした。', 'Trước buổi diễn 10 phút, cuối cùng thì dòng người cũng dần đến tập trung.'], ['③ 箱にぼつぼつと穴をあける。', 'Trong hộp thủng lỗ chỗ.'], ['類 ②③\u3000ぼつぼつ（と）', 'Lác đác, rải rác'], ['④ ［（名）］\u3000顔にぼつぼつがたくさんできてしまった。', 'Trên mặt xuất hiện nhiều nốt đốm.'], ['類 ぶつぶつ', 'Lốm đốm, lỗ chỗ']]"
544,今どき,いま,KIM,"Ngày nay, thời nay","[['1. 「そんなやり方、今どきはやらないよ。」', '""Cách làm này ngày nay người ta không làm nữa.""'], ['2. 彼は今どき珍しい、礼儀正しい青年だ。', 'Cậu ta là một thanh niên trọng lễ nghĩa, rất hiếm có trong thời nay.'], ['3. 今どきの若者ときたら、本当にものを知らない。', 'Nếu hỏi giới trẻ ngày nay, họ không biết gì về sự thật.'], ['4. 否定的な気持ちで使うことが多い。', 'Hay dùng trong câu cảm xúc mang tính phủ định.'], ['関 現代', 'Hiện đại']]"
545,今ごろ,いま,KIM,"Bây giờ, thời gian này","[['① 今ごろになって日時を変更してくれと言われても困る。', 'Đến bây giờ dù có thay đổi ngày giờ cũng khó khăn.'], ['「今ごろ謝っても遅いよ。」', '""Đến bây giờ có xin lỗi thì cũng muộn rồi.""'], ['（夜中に帰ってきた娘に）\u3000「今ごろまで何をしてたんだ！」', '(Nói với người con gái về nhà lúc nửa đêm) ""Con làm gì đến giờ này thế hả?""'], ['※ マイナスの意味が含まれる。', '(Bao hàm ý nghĩa phủ định.)'], ['類 今さら、今になって', 'Đến bây giờ, cho đến bây giờ'], ['② 帰国したマリアさんは、今ごろ何をしているだろう。', 'Chị Maria về nước rồi hiện giờ đang làm gì nhỉ.'], ['｛明日／去年．．．｝の今ごろ', 'Giờ này (ngày mai/ năm ngoái)']]"
546,今さら,いま,KIM,Bây giờ sau này,"[['① 今さら慌てても、もう間に合わないだろう。', 'Đến bây giờ dù có vội vàng thì có lẽ cũng không kịp rồi.'], ['「今さら断られても困ります。」', '""Đến giờ dù có từ chối thì cũng khó khăn.""'], ['類 今ごろ', 'Giờ này; khoảng thời gian này'], ['類 今になって', 'Đến bây giờ, bây giờ'], ['② 省エネの大切さは、今さら言うまでもない。', 'Tầm quan trọng của tiết kiệm năng lượng không phải đến giờ mới nói.'], ['※ ①②後ろに否定的な内容の表現が来る。', '(Đằng sau là cách nói mang tính phủ định.)'], ['連 ①②＿のように\u3000（例．落ち葉を見て、今さらのように季節の移り変わりを感じた。', 'Giờ (Ví dụ: Nhìn lá rụng, giờ tôi mới cảm nhận được sự thay đổi mùa.)'], ['連 ＿ながら\u3000（例．親が入院した。今さらながら、親は大切にしなければと思う。）', 'Đến tận bây giờ (Ví dụ: Cha mẹ tôi nhập viện rồi. Đến tận bây giờ tôi mới nghĩ rằng cha mẹ quan trọng với mình.)']]"
547,今や,いま,KIM,Hiện tại (đối lập với quá khứ),"[['① 昨年新人賞を取ったばかりの彼女が、今や大スターの一人だ。', 'Cô ấy năm ngoái vừa nhận giải thưởng giành cho nghệ sĩ mới nhưng giờ đã là ngôi sao lớn.'], ['今や情報がすべてを支配しているといっても過言ではない。', 'Đến bây giờ dù có nói thông tin đang chi phối tất cả mọi thứ thì cũng không phải là quá lời.'], ['類 今では', 'Bây giờ'], ['② 今や一致団結して、独裁者を倒すときだ。', 'Bây giờ là lúc đoàn kết làm một và lật đổ kẻ độc tài.'], ['類 今こそ', 'Chính là lúc này']]"
548,今に,いま,KIM,Chẳng mấy chốc,"[['1. 今に彼の才能が認められる日が来るだろう。', 'Ngày tài năng của anh ta được công nhận chẳng mấy chốc sẽ tới thôi.'], ['2. 「どうしてあんなことをしたのか、理由を教えてください。」\u3000「今にわかりますよ。」', '""Tại sao bạn lại làm điều đó? Hãy nói cho tôi biết lý do đi!"" ""Chẳng mấy chốc bạn sẽ hiểu thôi.""'], ['3. 「今に見ていろ！」', '""Cứ chờ đấy!""'], ['類 そのうち', 'Sẽ sớm thôi'], ['関 いずれ', 'Sớm muộn gì thì']]"
549,頻繁に,ひんぱん,TẦN PHỒN,Thường xuyên,"[['1. あの交差点は見通しが悪いので、頻繁に事故が起こっている。', 'Ngã tư đó vì khó quan sát nên thường xảy ra tai nạn.'], ['※ ナ形容詞の副詞的用法。', '(Cách dùng như tính từ đuôi な, mang nghĩa như trợ từ.)'], ['類 しょっちゅう', 'Thường xuyên, hay'], ['類 たびたび', 'Thỉnh thoảng'], ['関 ガ頻発する', 'Xảy ra nhiều lần'], ['（ナ形） ［頻繁な］\u3000頻繁な政権交代は、政策の一貫性の面で問題がある。', 'Việc chuyển giao chính quyền liên tục đặt ra vấn đề về tính nhất quán của các chính sách.']]"
550,始終,しじゅう,THỦY CHUNG,"Từ đầu đến cuối, liên tục","[['1. 弟は体が弱く、始終風邪をひいている。', 'Em trai tôi sức khỏe yếu nên bị cảm suốt.'], ['類 しょっちゅう', 'Thường xuyên, hay'], ['類 絶えず', 'Liên miên, luôn luôn'], ['類 いつも', 'Lúc nào cũng']]"
551,ちょくちょく,,,Thường,"[['1. 白井さんとはちょくちょく飲みに行く間柄だ。', 'Anh Shirai là bạn thường đi nhậu với tôi.'], ['2. 「もっとちょくちょく顔を見せてよ。」', '""Hãy cho người ta xem mặt thường xuyên.""'], ['※ 会話的な言葉。', '(Từ mang tính hội thoại)'], ['類 よく', 'Thường xuyên'], ['類 たびたび', 'Đôi lúc'], ['類 しばしば', 'Thỉnh thoảng']]"
552,およそ,,,Khoảng,"[['① ここから駅まではおよそ1キロだ。', 'Từ đây đến nhà ga khoảng 1km.'], ['「およその金額を教えてください。」', '""Hãy cho tôi biết số tiền khoảng bao nhiêu.""'], ['類 約', 'Khoảng, ước chừng'], ['類 だいたい', 'Đại khái'], ['② 祖母はおよそぜいたくとは縁のない人生を送った。', 'Bà tôi sống một cuộc đời không có duyên với giàu sang.'], ['※ 否定的な表現と一緒に使う。', 'Sử dụng cùng với những cách nói mang tính phủ định.'], ['類 まったく', 'Hoàn toàn không'], ['③ およそものごとには順序というものがある。', 'Mọi thứ đều có trình tự.']]"
553,極めて,きわ,CỰC,Rất,"[['1. どの国にとっても、食料問題は極めて重要な課題だ。', 'Dù đối với quốc gia nào đi nữa, vấn đề lương thực là một thách thức cực kỳ quan trọng.'], ['2. こんな事故が起こるのは極めてまれなことだ。', 'Việc sự cố xảy ra là chuyện cực kỳ hiếm gặp.'], ['3. 経過は極めて順調だ。', 'Diễn biến quá trình đang rất thuận lợi.'], ['類 大変、非常に、たいそう、ごく、とても', 'Rất, vô cùng, cực kỳ']]"
554,ごく,,,Rất (mức độ thấp),"[['1. 提案に反対しているのは、ごく少数の人々だ。', 'Số người phản đối đề xuất cực kỳ ít.'], ['2. 母はごく平凡な専業主婦です。', 'Mẹ tôi là một bà nội trợ rất bình thường.'], ['3. この薬はごくまれに、副作用が出ることがある。', 'Loại thuốc này rất hiếm khi gây ra tác dụng phụ.'], ['類 非常に', 'Vô cùng'], ['類 極めて', 'Cực kỳ'], ['※ 「ごく」は数量が小さいとき、レベルが低いときに使うことが多い。', 'Dùng nhiều khi nói đến số lượng ít, mức độ thấp.']]"
555,いたって,,,"Rất, vô cùng","[['1. 曽於は８０歳を過ぎているが、いたって元気だ。', 'Bà tôi dù đã hơn 80 tuổi nhưng rất khỏe.'], ['2. 作り方はいたって簡単だ。', 'Cách chế biến rất đơn giản.'], ['類 大変、とても', 'Rất']]"
556,人一倍,ひといちばい,NHÂN NHẤT BỘI,"Hơn người khác, hơn bình thường","[['1. 祖父は若い頃から人一倍働いて、今の地位を築いたそうだ。', 'Ông tôi hồi trẻ làm việc hơn người nên có được địa vị như bây giờ.'], ['2. 人一倍の努力をする。', 'Nỗ lực hơn người bình thường.']]"
557,一通り,ひととお,NHẤT THÔNG,"Khoảng, nhìn chung, Thông thường","[['① 書類には一通り目を通したが、細かいチェックはこれからだ。', 'Tài liệu tôi có nhìn qua rồi, nhưng từ giờ tôi sẽ kiểm tra cụ thể.'], ['類 ざっと', 'Qua loa'], ['類 一応', 'Tạm thời'], ['② 息子は中学生だが、うちのことは一通りできる。', 'Con trai tôi là học sinh cấp hai nhưng nhìn chung đã có thể làm được việc nhà rồi.'], ['類 だいたい', 'Đại khái'], ['類 一応', 'Tạm thời, nhất thời'], ['③ あの人の日本文化に関する知識は、一通り（のもの）ではない。', 'Kiến thức về văn hóa Nhật Bản của người đó không phải chuyện thường.'], ['類 並', 'Xếp hạng'], ['類 普通', 'Bình thường'], ['※ 必ず否定形で使う。', 'Hoàn toàn dùng ở thể phủ định.']]"
558,やや,,,Một chút,"[['1. あの兄弟はよく似ているが、弟の方がやや背が高い。', 'Hai anh em đó giống nhau rõ rệt nhưng người em cao hơn một chút.'], ['連 ＿あって\u3000（例．空が光ったかと思うと、ややあって、大きな雷の音がした。）', 'Chỉ một lúc sau (Ví dụ:  Bầu trời đang sáng, nhưng chỉ một lúc sau một tiếng sấm lớn vang lên.)'], ['連 ＿もうすれば', 'Có khả năng, có khuynh hướng'], ['類 少し', 'Một chút'], ['類 ちょっと', 'Một chút, một lúc'], ['※ 「やや」の方がかたい言葉。', '「やや」là cách nói cứng.']]"
559,幾分,いくぶん,KÍ PHÂN,Phần nào đó,"[['1. 薬を飲んでしばらくたつと、痛みは幾分治まった。', 'Sau khi uống thuốc được một lúc, cơn đau cũng giảm.'], ['［（名）］ 給料の幾分かを寄付した。', 'Tặng kèm một phần tiền lương.'], ['類 少し', 'Một chút'], ['類 いくらか', 'Một vài']]"
560,そこそこ,,,"Hợp lý, khá tốt, gấp gáp","[['① あの学生はそこそこできるが、研究者向きではない。', 'Sinh viên đó đại khái học được nhưng không phù hợp làm nhà nghiên cứu.'], ['「新製品の売り上げはどうですか」\u3000「おかげさまで、そこそこ注文が来るようになりました。」', '""Doanh số sản phẩm mới thế nào?"" ""Thật may, cũng kha khá đơn đặt hàng.""'], ['類 まあまあ、まずまず', 'Tàm tạm, khá'], ['② せっかくの日曜日なのに、夫は朝食もそこそこに出かけてしまった。', 'Ngày chủ nhật tôi đã mất công chuẩn bị bữa sáng nhưng chồng tôi chỉ ăn qua loa rồi đi ra ngoài mất.'], ['連 ～も＿に\u3000＋\u3000［動詞］', '(Làm gì) qua loa, vội vã'], ['③ あそこは学生向けの飲食店なので、１０００円そこそこでおなかいっぱい飲み食いできる。', 'Đằng kia là quán ăn uống dành cho sinh viên, chỉ cần tầm 1000 yên là có thể ăn uống no căng rồi.']]"
561,若干,じゃっかん,NHƯỢC KIỀN,"Ít nhiều, Một chút","[['1. 会議の進行が予定より若干遅れぎみだ。', 'Tiến trình cuộc họp có vẻ trễ hơn một chút so với dự định.'], ['2. ＜乗り物、劇場など＞\u3000席にはまだ若干（の）余裕がある。', '(Trên tàu xe, sân khấu kịch) Chỗ ngồi vẫn còn trống ít nhiều.'], ['3. 今回の採用は若干名だそうだ。', 'Việc tuyển dụng lần này có vẻ được vài người.'], ['合 ＿名', 'Vài người'], ['類 少し', 'Một chút'], ['類 いくらか', 'Một vài'], ['※ 「若干」の方がかたい言葉。', '(「若干」là cách nói cứng.)']]"
562,今一つ,いま,KIM NHẤT,"Thiếu một ít, thiếu một chút","[['1. このデザインは悪くはないが、今一つ新鮮みに欠ける。', 'Thiết kế này không phải là tệ nhưng thiếu mất một chút tươi tắn.'], ['2. 「味はどう？」\u3000「うん、今一つだね」', '""Mùi vị thế nào?"" ""Ừm, vẫn thiếu một chút.""'], ['※ 俗語では「いまいち」とも言う。', 'Tiếng lóng còn gọi là 「いまいち」.']]"
563,さんざん,,,"Khốc liệt, dữ dội","[['1. あの人はさんざん遊び回ったあげく、財産を無くして行方不明になってしまったそうだ。', 'Nghe nói người đó sau một thời gian dài chơi bời khắp chốn, thì đã mất hết tài sản rồi biến mất.'], ['2. さんざん苦労して育てた娘に裏切られ、泣くに泣けない。', 'Bị người con gái mà đã khó nhọc nuôi dưỡng phản bội, có khóc cũng không khóc nổi.'], ['（ナ形） ［さんざんな］\u3000さんざんな目にあった。', '[(Mức độ) dữ dội] Thật là xui xẻo.'], ['4. さんざんに殴られた。', 'Bị đánh dữ dội.'], ['5. 成績はさんざんだった。', 'Thành tích thật tệ hại.']]"
564,ぐっと,,,"Chắc chắn, nhanh, nhiều (dùng khi so sánh)","[['① バズが揺れたので、倒れないよう、足にぐっと力を入れた。', 'Vì xe buýt rung lắc nên đứng chắc chắn để không bị ngã.'], ['ビールをぐっと一息に飲んだ。', 'Uống liền một ngụm bia.'], ['② 突然質問され、ぐっと答えに詰まった。', 'Tôi đã chuẩn bị sẵn nhiều câu trả lời phòng khi bị hỏi đột ngột.'], ['③ 先生に少し直してもらうと、絵はぐっとよくなった。', 'Được thầy giáo sửa một chút, bức tranh trở nên đẹp hơn nhiều.'], ['類 ずっと', 'Suốt'], ['類 一段と', '(Hơn hẳn) một bậc'], ['※ 「ぐっと」は会話的な言葉。', '(「ぐっと」là từ mang tính hội thoại.)']]"
565,はるかに,,,"Hơn nhiều, xa","[['① 新製品の売り上げは、予想をはるかに上回った。', 'Doanh thu sản phẩm mới vượt xa dự đoán.'], ['この映画は小説をもとにしているが、両者を比べると、小説の方がはるかに面白い。', 'Bộ phim này lấy kịch bản từ cuốn tiểu thuyết, nhưng nếu đem so sánh cả hai thì cuốn tiểu thuyết hay hơn nhiều.'], ['類 ずっと', '(Hơn) hẳn'], ['※ 「すっと」の方が会話的な言葉。', '(「ずっと」là từ mang tính hội thoại.)'], ['② ［（ナ形）はるかな］\u3000はるか（な）昔、ン本列島は大陸と陸続きだった。', 'Thời xa xưa, quần đảo Nhật Bản tiếp giáp với lục địa.'], ['はるか遠くに富士山が見える。', 'Núi Phú Sĩ có thể được nhìn thấy từ xa tít.'], ['連 はるか昔', 'Xa xưa'], ['連 はるか遠く', 'Xa tít'], ['連 はるかかなた', 'Xa xôi, xa tít']]"
566,がっちり,,,"Cứng, kiên cố, vững chắc…","[['① 大野さんはスポーツで鍛えただけあって、からだががっちりしている。', 'Anh Ono quả là rèn luyện thể thao nhiều có khác, cơ thể rất chắc chắn.'], ['類 がっしり（と）', 'Chắc chắn, rắn chắc'], ['② 二人はがっちり（と）握手した。', 'Hai người bắt tay rất chắc chắn.'], ['類 しっかり（と）', 'Chắc chắn, ổn định'], ['③ 弟はお金にがっちりしているから、貯金もずいぶんあるだろう。', 'Em trai tôi rất chắc chắn chuyện tiền bạc, luôn tích góp tiền đều đặn.'], ['がっちり貯める。', 'Tích trữ đều đặn.']]"
567,がっしり,,,"Cứng, chắc, dẻo dai","[['1. 家具はどれも大きくてがっしりしていた。', 'Đồ dùng trong nhà đều lớn và chắc chắn.'], ['2. がっしり（と）した｛体／胸／ドア．．．｝', '(Cơ thể/ ngực) rắn chắc, (cánh cửa) chắc chắn']]"
568,くっきり,,,Rõ ràng,"[['1. 真っ青な空を背景に、富士山がくっきり見える。', 'Có thể nhìn thấy núi Phú Sĩ rõ ràng trên bầu trời trong xanh.'], ['2. （化粧で）\u3000眉をくっきりとかく。', '(Trong trang điểm) Vẽ lông mày sắc nét.'], ['3. 背中に日焼のあとがくっきり残っている。', 'Trên lưng vẫn còn hằn rõ vết cháy nắng.'], ['4. くっきり（と）した画像', 'Hình ảnh rõ nét'], ['類 はっきり（と）', 'Rõ ràng']]"
569,すんなり,,,"Mỏng, không chút khó khăn","[['① 彼女は若い頃と変わらず、すんなりしている。', 'Cô ấy vẫn như hồi trẻ, dáng người thon thả.'], ['すんなり（と）した｛指／手足．．．｝', '(Ngón tay/ tay chân) thon thả'], ['対 ずんぐり', 'Mập phệ'], ['類 すらりと、すらっと', 'Mảnh khảnh, yếu ớt'], ['② 反対されるかと思っていたが、私の案はすんなり会議を通った。', 'Tôi đã nghĩ là sẽ bị phản đối, nhưng đề xuất của tôi lại được hội nghị thông qua mà không gặp khó khăn.'], ['すんなり｛決まる／認める／自白する．．．｝', '(Quyết định/ chấp nhận/ tự thú) mà không gặp trở ngại.'], ['類 あっさり（と）', 'Dễ dàng'], ['類 スムーズに', 'Nhẹ nhàng'], ['関 すらすら', 'Trơn tru, trôi chảy']]"
570,着々と,ちゃくちゃく,TRỨC/TRỨ/TRỨ/TRỮ,"Đều đều, vững chắc","[['1. 工事は予定通り、着々と進んでいる。', 'Dự án xây dựng tiến triển đều đặn theo kế hoạch.'], ['2. ｛仕事／勉強．．．｝\u3000が着々と進む。', '(Công việc/ việc học) tiến triển đều đặn.'], ['連 ＿進む', 'Tiến triển đều đặn']]"
571,ぐんぐん,,,"Nhanh chóng, mau lẹ","[['1. １位の選手が２位の選手をぐんぐん引き離した。', 'Vận động viên dẫn đầu nhanh chóng bỏ xa người xếp thứ hai.'], ['2. 病気がぐんぐん快復する。', 'Bệnh tình hồi phục nhanh chóng.'], ['3. ｛背／成績／植物．．．｝がぐんぐん｛伸びる／成長する｝', '(Chiều cao/ thành tích) tăng nhanh chóng, (thực vật) phát triển nhanh chóng.']]"
572,ぐったり,,,"Mệt mỏi, rã rời, mệt lử","[['1. うちへ帰ると、疲れてぐったりとベッドに横になった。', 'Khi về đến nhà, tôi mệt lả người nên ngả lưng trên giường luôn.'], ['2. 水不足で植物がぐったりしている。', 'Do thiếu nước nên thực vật trở nên yếu ớt.']]"
573,げっそり,,,"Gầy đi, nản chí","[['① 祖父は病気でげっそり（と）やせてしまった。', 'Ông tôi vì bệnh nên gầy da bọc xương.'], ['例※ マイナスの意味で使う。', '(Dùng với ý nghĩa tiêu cực.)'], ['② まだこんなに仕事があるのかと、げっそりした。', 'Tôi thấy nản vì lại làm công việc như vậy.']]"
574,ひっそり,,,"Yên lặng, yên tĩnh","[['① 夕方だと言うのに、商店街は人通りが少なく、、ひっそりしていた。', 'Dù là buổi chiều nhưng khu mua sắm vẫn ít người qua lại và rất yên tĩnh.'], ['ひっそりとした家', 'Căn nhà yên tĩnh'], ['② 彼女は女優を引退したあと、田舎でひっそりと暮らした。', 'Cô ấy sau khi nghỉ nghề diễn viên đã sống thanh bình ở vùng quê.'], ['関 ①②静かな', 'Yên tĩnh']]"
575,ごたごた,,,"Rắc rối, hỗn loạn","[['① 部屋には多くのものがごたごたと置いてあった。', 'Trong phòng có nhiều đồ đạc sắp xếp ngổn ngang.'], ['② 「細かいことをごたごた言うな」', '""Đừng nói loạn những điều nhỏ nhặt lên nữa.""'], ['類 ①②ごちゃごちゃ（と）', 'Hỗn loạn'], ['③ ［（名）ごたごた］\u3000引っ越しのごたごたで大事な本を無くしてしまった。', '[Mớ hỗn độn] Sau mớ hỗn độn của việc dọn nhà, tôi đã làm mất quyển sách quan trọng.'], ['あの会社は今、次期社長のいすをめぐってごたごたしている。', 'Công ty đó hiện đang trong mớ hỗn độn xoay quanh chiếc ghế giám đốc kế tiếp.']]"
576,ごちゃごちゃ,,,"Xáo trộn, hỗn loạn","[['① 私は整理整頓が苦手で、机の上はいつもごちゃごちゃしている。', 'Tôi không giỏi sắp xếp ngăn nắp, trên bàn lúc nào cũng lộn xộn.'], ['この町は小さい店がごちゃごちゃと並んでいる。', 'Trong khu phố này các cửa hàng nhỏ sắp xếp lộn xộn.'], ['難しい問題を考えているうちに、頭の中がごちゃごちゃになってしまった。', 'Trong khi nghĩ về bài tập khó, đầu óc tôi trở nên loạn hết cả lên.'], ['② 「文句ばかりごちゃごちゃ言ってないで、早く言われたことをやれ。」', '""Đừng chỉ than phiền này nọ nữa, hãy làm nhanh những gì được giao đi.""'], ['類 ①②ごたごた（と）', 'Hỗn loạn']]"
577,べたべた,,,"Nhớp nháp, dính, gắn vào","[['① 子供は口の周りをチョコレートでべたべたにしていた。', 'Quanh miệng đứa trẻ dính đầy socola.'], ['｛汗／油．．．｝でべたべた｛だ／である｝。', 'Dính (mồ hôi/ dầu)'], ['② 娘の部屋には好きなアイドルのポスターがべたべたと貼ってある。', 'Trong phòng con gái tôi dán đầy poster thần tượng con bé yêu thích.'], ['廊下に足跡がべたべたとついている。', 'Dấu chân người còn lưu trên hành lang.'], ['③ 最近の若いカップルは、平気で人前でべたべたしている。', 'Các cặp đôi gần đây thản nhiên gắn tên với nhau.'], ['関 ①③ガべたつく', 'Dính, bám']]"
578,さも,,,"Hiển nhiên, rõ ràng, hơn nữa, ngoài ra","[['1. おじいさんたちが、さも気持ち良さそうに温泉につかっている。', 'Các ông bác đang ngâm mình trong suối onsen với tâm trạng rất tốt.'], ['2. 彼女の提案を拒否すると、彼女はさも不満そうな顔で私を見た。', 'Khi tôi phản đối các đề xuất của cô ấy, cô ấy nhìn tôi với vẻ vô cùng bất mãn.'], ['類 いかにも', 'Thực sự'], ['※ 「～そうだ」と一緒に使うことが多い。', '(Hay sử dụng cùng với「～そうだ」.)']]"
579,さぞ,,,"Chắc là, hiển nhiên","[['1. これだけの仕事を一人でやるのは、さぞ大変だったことだろう。', 'Công việc cỡ này mà làm một mình thì chắc là vất vả lắm.'], ['2. 「さぞお疲れでしょう。ようぞゆっくり休んでください。」', '""Bạn chắc là mệt lắm đúng không. Hãy thong thả nghỉ ngơi đi nhé.""'], ['※ 「～だろう」\u3000と一緒に使うことが多い。', 'Hay sử dụng cùng với 「～だろう」.'], ['類 さぞかし、さぞや', 'Chắc hẳn là (nhấn mạnh)']]"
580,何とぞ,なに,HÀ,"Làm ơn, cái gì","[['1. 「遅れて申し訳ありません。何とぞお許しください」', '""Tôi xin lỗi vì đến muộn. Vui lòng tha thứ cho tôi.""'], ['2. 「何とぞよろしくお願い致します。」', '""Xin vui lòng giúp đỡ tôi.""'], ['類 どうか', 'Xin'], ['※ 「何とぞ」の方がかたい表現。）', '(「 何とぞ」là cách nói mang nghĩa cứng.)']]"
581,何なりと,なん,HÀ,"Bất cứ cái gì, bằng mọi giá","[['1. 「ご不明な点は、何なりとお尋ねください。」', '""Những điểm gì không rõ, dù là chuyện gì cũng hãy hỏi nhé.""'], ['2. 「何なりとお申し付けください。」', '""Hãy bảo tôi bất cứ chuyện gì.""'], ['※ 相手に申し出をするときに使う。', '(Dùng khi ra yêu cầu cho đối phương.)'], ['類 どんなことでも', 'Bất cứ điều gì'], ['類 何でも', 'Bất cứ cái gì']]"
